serial,province,provinceID,district,districtID,pro_districtID,village,villageID,dis_villageID
,,,,,,Xã Nghĩa Khánh,4031363,40313
,,,,,,Xã Nghĩa Lộc,4031365,40313
,,,,,,Thị trấn Nghĩa Đàn,4031367,40313
,,,,,,Xã Nghĩa Thành  ,4031369,40313
,,,,,,Phưòng Hoà Hiếu,4031401,40314
,,,,,,Phường Quang Tiến,4031403,40314
,,,,,,Phường Long Sơn,4031405,40314
,,,,,,Phường Quang Phong,4031407,40314
,,,,,,Xã Nghĩa Mỹ,4031409,40314
,,,,,,Xã Nghĩa Thuận ,4031411,40314
,,,,,,Xã Nghĩa Tiến,4031413,40314
,,,,,,Xã Đông Hiếu,4031415,40314
,,,,,,Xã Tây Hiếu,4031417,40314
,,,,,,Xã Nghĩa Hoà,4031419,40314
,,,,,,Xã Nga My ,4031501,40315
,,,,,,Xã Tam Hợp  ,4031503,40315
,,,,,,Xã Hữu Khuông,4031505,40315
,,,,,,Xã Xiêng My,4031507,40315
,,,,,,Xã Yên Hòa   ,4031509,40315
,,,,,,Xã Thạch Giám,4031511,40315
,,,,,,Xã Tam Quang ,4031513,40315
,,,,,,Thị trấn Hòa Bình,4031515,40315
,,,,,,Xã Mai Sơn  ,4031517,40315
,,,,,,Xã Nhôn Mai,4031519,40315
,,,,,,Xã Yên Tĩnh,4031527,40315
,,,,,,Xã Lưỡng Minh,4031529,40315
,,,,,,Xã Yên Na,4031531,40315
,,,,,,Xã Lưu Kiền,4031533,40315
,,,,,,Xã Xá Lượng,4031535,40315
,,,,,,Xã Tam Thái,4031537,40315
,,,,,,Xã Tam Đình,4031539,40315
,,,,,,Xã Yên Thắng    ,4031541,40315
,,,,,,Thị trấn Thạch Giám,4031543,40315
,,,,,,Xã Quỳnh Bảng,4031701,40317
,,,,,,Xã Quỳnh Diễn,4031703,40317
,,,,,,Xã Quỳnh Yên,4031707,40317
,,,,,,Xã Quỳnh Hưng ,4031709,40317
,,,,,,Xã An Hòa ,4031711,40317
,,,,,,Xã Quỳnh Thuận,4031713,40317
,,,,,,Xã Quỳnh Tam,4031715,40317
,,,,,,Xã Quỳnh Thắng,4031717,40317
,,,,,,Xã Quỳnh Hoa ,4031725,40317
,,,,,,Xã Quỳnh Thạch,4031727,40317
,,,,,,Xã Quỳnh Mỹ ,4031729,40317
,,,,,,Xã Quỳnh Thanh,4031731,40317
,,,,,,Xã Quỳnh Hậu,4031733,40317
,,,,,,Xã Quỳnh Lâm ,4031735,40317
,,,,,,Xã Quỳnh Đôi,4031737,40317
,,,,,,Xã Quỳnh Lương,4031739,40317
,,,,,,Xã Quỳnh Hồng ,4031741,40317
,,,,,,Xã Quỳnh Bá,4031743,40317
,,,,,,Xã Quỳnh Minh ,4031745,40317
,,,,,,Xã Quỳnh Giang,4031747,40317
,,,,,,Xã Quỳnh Ngọc ,4031749,40317
,,,,,,Xã Quỳnh Nghĩa,4031751,40317
,,,,,,Xã Tiến Thủy,4031753,40317
,,,,,,Xã Sơn Hải  ,4031755,40317
,,,,,,Xã Quỳnh Thọ ,4031757,40317
,,,,,,Xã Quỳnh Long,4031759,40317
,,,,,,Xã Tân Thắng,4031761,40317
,,,,,,Thị trấn Cầu Giát,4031763,40317
,,,,,,Xã Quỳnh Tân,4031771,40317
,,,,,,Xã Quỳnh Châu ,4031773,40317
,,,,,,Xã Tân Sơn     ,4031781,40317
,,,,,,Xã Quỳnh Văn,4031783,40317
,,,,,,Xã Ngọc Sơn     ,4031785,40317
,,,,,,Xã Tân Hợp  ,4031901,40319
,,,,,,Xã Tân An    ,4031903,40319
,,,,,,Thị trấn Tân Kỳ,4031905,40319
,,,,,,Xã Giai Xuân,4031907,40319
,,,,,,Xã Nghĩa Thái ,4031909,40319
,,,,,,Xã Tiên Kỳ,4031911,40319
,,,,,,Xã Kỳ Sơn  ,4031913,40319
,,,,,,Xã Nghĩa Hành,4031915,40319
,,,,,,Xã Tân Phú   ,4031917,40319
,,,,,,Xã Tân Xuân ,4031919,40319
,,,,,,Xã Nghĩa Bình  ,4031921,40319
,,,,,,Xã Nghĩa Đồng ,4031923,40319
,,,,,,Xã Đồng Văn   ,4031925,40319
,,,,,,Xã Nghĩa Hợp,4031927,40319
,,,,,,Xã Nghĩa Hoàn,4031929,40319
,,,,,,Xã Nghĩa Phúc  ,4031931,40319
,,,,,,Xã Nghĩa Dũng,4031933,40319
,,,,,,Xã Tân Long  ,4031935,40319
,,,,,,Xã Hương Sơn    ,4031937,40319
,,,,,,Xã Kỳ Tân ,4031939,40319
,,,,,,Xã Phú Sơn    ,4031941,40319
,,,,,,Xã Tân Sơn      ,4031943,40319
,,,,,,Xã Tân Hương    ,4031945,40319
,,,,,,Thị trấn Con Cuông,4032101,40321
,,,,,,Xã Bình Chuẩn,4032103,40321
,,,,,,Xã Đôn Phục,4032105,40321
,,,,,,Xã Bồng Khê,4032107,40321
,,,,,,Xã Lạng Khê,4032109,40321
,,,,,,Xã Cam Lâm,4032111,40321
,,,,,,Xã Thạch Ngàn,4032113,40321
,,,,,,Xã Mậu Đức,4032115,40321
,,,,,,Xã Châu Khê,4032117,40321
,,,,,,Xã Chi Khê,4032119,40321
,,,,,,Xã Yên Khê,4032121,40321
,,,,,,Xã Lục Dạ,4032123,40321
,,,,,,Xã Môn Sơn,4032125,40321
,,,,,,Xã Đức Thành,4032301,40323
,,,,,,Xã Tăng Thành,4032303,40323
,,,,,,Xã Lý Thành,4032305,40323
,,,,,,Xã Tân Thành          ,4032307,40323
,,,,,,Xã Đô Thành,4032309,40323
,,,,,,Xã Phúc Thành ,4032311,40323
,,,,,,Xã Hoa Thành,4032313,40323
,,,,,,Xã Hợp Thành       ,4032315,40323
,,,,,,Xã Trung Thành       ,4032317,40323
,,,,,,Xã Vĩnh Thành ,4032319,40323
,,,,,,Xã Đại Thành   ,4032321,40323
,,,,,,Xã Công Thành,4032323,40323
,,,,,,Thị trấn Yên Thành,4032325,40323
,,,,,,Xã Mã Thành,4032327,40323
,,,,,,Xã Lăng Thành,4032329,40323
,,,,,,Xã Kim Thành,4032331,40323
,,,,,,Xã Hậu Thành,4032333,40323
,,,,,,Xã Thọ Thành,4032335,40323
,,,,,,Xã Quang Thành ,4032337,40323
,,,,,,Xã Tây Thành,4032339,40323
,,,,,,Xã Hồng Thành,4032341,40323
,,,,,,Xã Đồng Thành,4032343,40323
,,,,,,Xã Phú Thành ,4032345,40323
,,,,,,Xã Văn Thành,4032347,40323
,,,,,,Xã Thịnh Thành,4032349,40323
,,,,,,Xã Xuân Thành  ,4032351,40323
,,,,,,Xã Bắc Thành,4032353,40323
,,,,,,Xã Nhân Thành,4032355,40323
,,,,,,Xã Long Thành,4032357,40323
,,,,,,Xã Minh Thành,4032359,40323
,,,,,,Xã Nam Thành,4032361,40323
,,,,,,Xã Khánh Thành ,4032363,40323
,,,,,,Xã Viên Thành,4032365,40323
,,,,,,Xã Liên Thành,4032367,40323
,,,,,,Xã Bảo Thành,4032369,40323
,,,,,,Xã Mỹ Thành   ,4032371,40323
,,,,,,Xã Sơn Thành ,4032373,40323
,,,,,,Xã Tiến Thành,4032375,40323
,,,,,,Xã Hùng Thành,4032377,40323
,,,,,,Xã Diễn Thọ,4032501,40325
,,,,,,Xã Diễn Yên,4032503,40325
,,,,,,Xã Diễn Xuân,4032505,40325
,,,,,,Xã Diễn Bình,4032507,40325
,,,,,,Xã Diễn Đoài,4032509,40325
,,,,,,Xã Diễn Hùng,4032511,40325
,,,,,,Xã Diễn Hải,4032513,40325
,,,,,,Xã Diễn Kim,4032515,40325
,,,,,,Xã Diễn Đồng,4032517,40325
,,,,,,Xã Diễn Quảng,4032519,40325
,,,,,,Xã Diễn Phúc,4032521,40325
,,,,,,Xã Diễn Lợi,4032523,40325
,,,,,,Xã Diễn Lộc,4032525,40325
,,,,,,Xã Diễn Trung,4032527,40325
,,,,,,Xã Diễn An,4032529,40325
,,,,,,Xã Diễn Phú,4032531,40325
,,,,,,Xã Diễn Thắng,4032533,40325
,,,,,,Thị trấn Diễn Châu,4032535,40325
,,,,,,Xã Diễn Lâm,4032537,40325
,,,,,,Xã Diễn Trường,4032539,40325
,,,,,,Xã Diễn Hoàng,4032541,40325
,,,,,,Xã Diễn Mỹ,4032543,40325
,,,,,,Xã Diễn Hồng,4032545,40325
,,,,,,Xã Diễn Phong,4032547,40325
,,,,,,Xã Diễn Tháp,4032549,40325
,,,,,,Xã Diễn Liên,4032551,40325
,,,,,,Xã Diễn Vạn,4032553,40325
,,,,,,Xã Diễn Kỷ,4032555,40325
,,,,,,Xã Diễn Thái,4032557,40325
,,,,,,Xã Diễn Bích,4032559,40325
,,,,,,Xã Diễn Hạnh,4032561,40325
,,,,,,Xã Diễn Ngọc,4032563,40325
,,,,,,Xã Diễn Nguyên,4032565,40325
,,,,,,Xã Diễn Hoa,4032567,40325
,,,,,,Xã Diễn Thành,4032569,40325
,,,,,,Xã Diễn Minh,4032571,40325
,,,,,,Xã Diễn Cát,4032573,40325
,,,,,,Xã Diễn Thịnh,4032575,40325
,,,,,,Xã Diễn Tân,4032577,40325
,,,,,,Xã Minh Châu     ,4032579,40325
,,,,,,Xã Thọ Sơn ,4032701,40327
,,,,,,Xã Lạng Sơn,4032703,40327
,,,,,,Xã Bình Sơn    ,4032705,40327
,,,,,,Xã Cẩm Sơn  ,4032707,40327
,,,,,,Xã Tào Sơn,4032709,40327
,,,,,,Xã Thạch Sơn   ,4032711,40327
,,,,,,Xã Lĩnh Sơn,4032713,40327
,,,,,,Thị trấn Anh Sơn,4032715,40327
,,,,,,Xã Thành Sơn  ,4032717,40327
,,,,,,Xã Tam Sơn  ,4032719,40327
,,,,,,Xã Đỉnh Sơn,4032721,40327
,,,,,,Xã Hùng Sơn     ,4032723,40327
,,,,,,Xã Đức Sơn,4032725,40327
,,,,,,Xã Tường Sơn,4032727,40327
,,,,,,Xã Vĩnh Sơn ,4032729,40327
,,,,,,Xã Hội Sơn,4032731,40327
,,,,,,Xã Phúc Sơn   ,4032733,40327
,,,,,,Xã Long Sơn  ,4032735,40327
,,,,,,Xã Khai Sơn,4032737,40327
,,,,,,Xã Cao Sơn   ,4032739,40327
,,,,,,Xã Hoa Sơn ,4032741,40327
,,,,,,Xã Bồi Sơn,4032901,40329
,,,,,,Xã Nam Sơn       ,4032903,40329
,,,,,,Xã Thuận Sơn,4032905,40329
,,,,,,Xã Mỹ Sơn,4032907,40329
,,,,,,Xã Minh Sơn    ,4032909,40329
,,,,,,Xã Lam Sơn   ,4032911,40329
,,,,,,Xã Ngọc Sơn      ,4032913,40329
,,,,,,Xã Hòa Sơn   ,4032915,40329
,,,,,,Xã Lưu Sơn,4032917,40329
,,,,,,Xã Đà Sơn,4032919,40329
,,,,,,Xã Quang Sơn   ,4032921,40329
,,,,,,Thị trấn Đô Lương,4032923,40329
,,,,,,Xã Hồng Sơn ,4032927,40329
,,,,,,Xã Bài Sơn,4032929,40329
,,,,,,Xã Bắc Sơn         ,4032931,40329
,,,,,,Xã Tràng Sơn ,4032933,40329
,,,,,,Xã Thượng Sơn ,4032935,40329
,,,,,,Xã Đặng Sơn,4032937,40329
,,,,,,Xã Đông Sơn     ,4032939,40329
,,,,,,Xã Yên Sơn        ,4032941,40329
,,,,,,Xã Văn Sơn   ,4032943,40329
,,,,,,Xã Lạc Sơn,4032945,40329
,,,,,,Xã Tân Sơn       ,4032947,40329
,,,,,,Xã Thái Sơn      ,4032949,40329
,,,,,,Xã Thịnh Sơn,4032951,40329
,,,,,,Xã Trung Sơn     ,4032953,40329
,,,,,,Xã Xuân Sơn   ,4032955,40329
,,,,,,Xã Nhân Sơn,4032957,40329
,,,,,,Xã Hiến Sơn,4032959,40329
,,,,,,Xã Trù Sơn,4032961,40329
,,,,,,Xã Đại Sơn  ,4032963,40329
,,,,,,Xã Giang Sơn Đông,4032965,40329
,,,,,,Xã Giang Sơn Tây,4032967,40329
,,,,,,Xã Thanh Phong  ,4033101,40331
,,,,,,Xã Ngọc Sơn       ,4033103,40331
,,,,,,Xã Thanh Yên ,4033105,40331
,,,,,,Xã Thanh Đức ,4033107,40331
,,,,,,Xã Cát Văn,4033109,40331
,,,,,,Xã Thanh Hòa,4033111,40331
,,,,,,Xã Thanh Tiên,4033113,40331
,,,,,,Xã Thanh Văn,4033115,40331
,,,,,,Xã Thanh Lĩnh,4033117,40331
,,,,,,Xã Thanh Chi,4033119,40331
,,,,,,Xã Thanh Khê ,4033121,40331
,,,,,,Xã Thanh Khai,4033123,40331
,,,,,,Xã Thanh Tùng ,4033125,40331
,,,,,,Xã Thanh Xuân    ,4033127,40331
,,,,,,Thị trấn Thanh Chương,4033129,40331
,,,,,,Xã Thanh Nho,4033131,40331
,,,,,,Xã Hạnh Lâm,4033133,40331
,,,,,,Xã Phong Thịnh,4033135,40331
,,,,,,Xã Thanh Mỹ ,4033137,40331
,,,,,,Xã Thanh Hưng,4033139,40331
,,,,,,Xã Thanh Liên,4033141,40331
,,,,,,Xã Thanh Tường,4033143,40331
,,,,,,Xã Thanh Đồng,4033145,40331
,,,,,,Xã Thanh Ngọc,4033147,40331
,,,,,,Xã Thanh Hương ,4033149,40331
,,,,,,Xã Đồng Văn    ,4033151,40331
,,,,,,Xã Thanh Thịnh,4033153,40331
,,,,,,Xã Thanh An  ,4033155,40331
,,,,,,Xã Xuân Tường,4033157,40331
,,,,,,Xã Thanh Dương,4033159,40331
,,,,,,Xã Thanh Lương   ,4033161,40331
,,,,,,Xã Võ Liệt,4033163,40331
,,,,,,Xã Thanh Long   ,4033165,40331
,,,,,,Xã Thanh Thủy    ,4033167,40331
,,,,,,Xã Thanh Hà  ,4033169,40331
,,,,,,Xã Thanh Giang ,4033171,40331
,,,,,,Xã Thanh Lâm    ,4033173,40331
,,,,,,Xã Thanh Mai  ,4033175,40331
,,,,,,Xã Thanh Sơn       ,4033177,40331
,,,,,,Xã Ngọc Lâm ,4033179,40331
,,,,,,Xã Đại Đồng          ,4033181,40331
,,,,,,Xã Nghi Quang,4033301,40333
,,,,,,Xã Nghi Công Nam,4033303,40333
,,,,,,Xã Nghi Thái,4033305,40333
,,,,,,Xã Nghi Phương,4033307,40333
,,,,,,Xã Nghi Hợp,4033309,40333
,,,,,,Xã Nghi Công Bắc,4033311,40333
,,,,,,Xã Nghi Trường,4033313,40333
,,,,,,Xã Nghi Vạn,4033315,40333
,,,,,,Thị trấn Quán Hành,4033319,40333
,,,,,,Xã Nghi Văn,4033321,40333
,,,,,,Xã Nghi Yên,4033323,40333
,,,,,,Xã Nghi Tiến,4033325,40333
,,,,,,Xã Nghi Hưng,4033327,40333
,,,,,,Xã Nghi Đồng,4033329,40333
,,,,,,Xã Nghi Thiết,4033331,40333
,,,,,,Xã Nghi Lâm,4033333,40333
,,,,,,Xã Nghi Kiều,4033335,40333
,,,,,,Xã Nghi Mỹ,4033337,40333
,,,,,,Xã Nghi Thuận,4033339,40333
,,,,,,Xã Nghi Long,4033341,40333
,,,,,,Xã Nghi Xá,4033343,40333
,,,,,,Xã Nghi Hoa,4033345,40333
,,,,,,Xã Nghi Khánh,4033347,40333
,,,,,,Xã Nghi Thịnh,4033349,40333
,,,,,,Xã Nghi Thạch,4033351,40333
,,,,,,Xã Nghi Trung,4033353,40333
,,,,,,Xã Nghi Diên,4033355,40333
,,,,,,Xã Nghi Phong,4033357,40333
,,,,,,Xã Nghi Xuân,4033359,40333
,,,,,,Xã Nghi ân ,4033363,40333
,,,,,,Xã Phúc Thọ,4033365,40333
,,,,,,Xã Khánh Hợp,4033369,40333
,,,,,,Xã Nam Kim,4033501,40335
,,,,,,Xã Hùng Tiến    ,4033503,40335
,,,,,,Xã Nam Hưng   ,4033505,40335
,,,,,,Xã Nam Xuân ,4033507,40335
,,,,,,Xã Nam Giang ,4033509,40335
,,,,,,Xã Nam Tân,4033511,40335
,,,,,,Xã Xuân Lâm  ,4033513,40335
,,,,,,Xã Nam Cường,4033515,40335
,,,,,,Thị trấn Nam Đàn,4033517,40335
,,,,,,Xã Nam Nghĩa,4033519,40335
,,,,,,Xã Nam Thanh  ,4033521,40335
,,,,,,Xã Nam Anh,4033523,40335
,,,,,,Xã Nam Thái ,4033525,40335
,,,,,,Xã Vân Diên,4033527,40335
,,,,,,Xã Nam Lĩnh,4033529,40335
,,,,,,Xã Xuân Hòa    ,4033531,40335
,,,,,,Xã Nam Thượng,4033533,40335
,,,,,,Xã Kim Liên,4033535,40335
,,,,,,Xã Nam Lộc,4033537,40335
,,,,,,Xã Hồng Long,4033539,40335
,,,,,,Xã Nam Cát,4033541,40335
,,,,,,Xã Khánh Sơn,4033543,40335
,,,,,,Xã Nam Phúc,4033545,40335
,,,,,,Xã Nam Trung,4033547,40335
,,,,,,Xã Trung Phúc Cường,4033549,40335
,,,,,,Xã Thượng Tân Lộc,4033551,40335
,,,,,,Xã Hưng Lợi,4033701,40337
,,,,,,Xã Hưng Trung,4033703,40337
,,,,,,Xã Hưng Đạo       ,4033705,40337
,,,,,,Xã Hưng Thông,4033707,40337
,,,,,,Xã Hưng Phúc,4033709,40337
,,,,,,Xã Hưng Châu,4033711,40337
,,,,,,Xã Hưng Khánh,4033713,40337
,,,,,,Thị trấn Hưng Nguyên,4033715,40337
,,,,,,Xã Hưng Yên Nam,4033717,40337
,,,,,,Xã Hưng Tây,4033719,40337
,,,,,,Xã Hưng Mỹ,4033723,40337
,,,,,,Xã Hưng Thịnh   ,4033725,40337
,,,,,,Xã Hưng Lĩnh,4033727,40337
,,,,,,Xã Hưng Tân,4033729,40337
,,,,,,Xã Hưng Thắng,4033731,40337
,,,,,,Xã Hưng Long,4033733,40337
,,,,,,Xã Hưng Tiến,4033735,40337
,,,,,,Xã Hưng Xá,4033737,40337
,,,,,,Xã Hưng Xuân,4033739,40337
,,,,,,Xã Hưng Nhân,4033741,40337
,,,,,,Xã Hưng Phú,4033743,40337
,,,,,,Xã Hưng Lam,4033745,40337
,,,,,,Xã Hưng Yên Bắc,4033747,40337
,,,,,,Xã Long Xá,4033749,40337
,,,,,,Xã Xuân Lam   ,4033751,40337
,,,,,,Xã Hưng Thành ,4033753,40337
,,,,,,Xã Châu Nhân,4033755,40337
,,,,,,Xã Hưng Nghĩa,4033757,40337
,,,,,,Phường Quỳnh Thiện,4033901,40339
,,,,,,Phường Quỳnh Dị,4033903,40339
,,,,,,Phường Mai Hùng,4033905,40339
,,,,,,Phường Quỳnh Phương,4033907,40339
,,,,,,Phường Quỳnh Xuân,4033909,40339
,,,,,,Xã Quỳnh Trang ,4033911,40339
,,,,,,Xã Quỳnh Lập,4033913,40339
,,,,,,Xã Quỳnh Liên,4033915,40339
,,,,,,Xã Quỳnh Vinh,4033917,40339
,,,,,,Xã Quỳnh Lộc,4033919,40339
,,,,,,Phường Thạch Linh,4050101,40501
,,,,,,Phường Nam Hà,4050103,40501
,,,,,,Phường Hà Huy Tập ,4050105,40501
,,,,,,Xã Thạch Hạ,4050107,40501
,,,,,,Xã Thạch Bình  ,4050109,40501
,,,,,,Phường Trần Phú     ,4050111,40501
,,,,,,Phường Bắc Hà,4050113,40501
,,,,,,Phường Tân Giang ,4050115,40501
,,,,,,Phường Đại Nài,4050117,40501
,,,,,,Xã Thạch Trung,4050119,40501
,,,,,,Phường Thạch Quý,4050121,40501
,,,,,,Phường Văn Yên,4050123,40501
,,,,,,Xã Thạch Môn,4050125,40501
,,,,,,Xã Thạch Đồng,4050127,40501
,,,,,,Xã Thạch Hưng,4050129,40501
,,,,,,Phường Nguyễn Du  ,4050131,40501
,,,,,,Xã Đồng Môn ,4050133,40501
,,,,,,Phường Nam Hồng,4050301,40503
,,,,,,Xã Trung Lương  ,4050303,40503
,,,,,,Xã Đức Thuận,4050305,40503
,,,,,,Xã Đậu Liêu,4050307,40503
,,,,,,Xã Thuận Lộc,4050309,40503
,,,,,,Phường Bắc Hồng,4050311,40503
,,,,,,Thị trấn Nghi Xuân,4050501,40505
,,,,,,Xã Xuân Liên,4050503,40505
,,,,,,Xã Xuân Hội,4050505,40505
,,,,,,Xã Xuân Phổ,4050507,40505
,,,,,,Xã Xuân Yên ,4050509,40505
,,,,,,Xã Xuân Hồng ,4050511,40505
,,,,,,Xã Xuân Lam ,4050513,40505
,,,,,,Thị trấn Xuân An,4050515,40505
,,,,,,Xã Xuân Trường,4050517,40505
,,,,,,Xã Xuân Đan,4050519,40505
,,,,,,Xã Xuân Hải,4050521,40505
,,,,,,Xã Xuân Giang   ,4050523,40505
,,,,,,Xã Tiên Điền,4050525,40505
,,,,,,Xã Xuân Mỹ,4050527,40505
,,,,,,Xã Xuân Thành   ,4050529,40505
,,,,,,Xã Xuân Viên ,4050531,40505
,,,,,,Xã Cổ Đạm,4050533,40505
,,,,,,Xã Xuân Lĩnh,4050535,40505
,,,,,,Xã Cương Gián,4050537,40505
,,,,,,Thị trấn Tiên Điền,4050539,40505
,,,,,,Xã Đan Trường,4050541,40505
,,,,,,Xã Trường Sơn   ,4050701,40507
,,,,,,Xã Đức Hòa,4050703,40507
,,,,,,Xã Đức Vĩnh,4050705,40507
,,,,,,Xã Liên Minh  ,4050707,40507
,,,,,,Xã Tùng ảnh,4050709,40507
,,,,,,Xã Đức Thủy,4050711,40507
,,,,,,Xã Đức Long,4050713,40507
,,,,,,Xã Đức Lập,4050715,40507
,,,,,,Xã Đức Lạng,4050717,40507
,,,,,,Thị trấn Đức Thọ,4050719,40507
,,,,,,Xã Đức Quang,4050721,40507
,,,,,,Xã Đức Châu,4050723,40507
,,,,,,Xã Đức Tùng,4050725,40507
,,,,,,Xã Đức La,4050727,40507
,,,,,,Xã Yên Hồ,4050729,40507
,,,,,,Xã Đức Nhân,4050731,40507
,,,,,,Xã Bùi Xá,4050733,40507
,,,,,,Xã Đức Thịnh,4050735,40507
,,,,,,Xã Đức Yên,4050737,40507
,,,,,,Xã Thái Yên,4050739,40507
,,,,,,Xã Trung Lễ,4050741,40507
,,,,,,Xã Đức Lâm,4050743,40507
,,,,,,Xã Đức Thanh,4050745,40507
,,,,,,Xã Đức Dũng,4050747,40507
,,,,,,Xã Đức An,4050749,40507
,,,,,,Xã Đức Lạc,4050751,40507
,,,,,,Xã Đức Đồng,4050753,40507
,,,,,,Xã Tân Hương     ,4050755,40507
,,,,,,Xã Bùi La Nhân,4050757,40507
,,,,,,Xã Lâm Trung Thủy,4050759,40507
,,,,,,Xã Thanh Bình Thịnh,4050761,40507
,,,,,,Xã Tùng Châu,4050763,40507
,,,,,,Xã Quang Vĩnh,4050765,40507
,,,,,,Xã Anh Dũng,4050767,40507
,,,,,,Xã Hòa Lạc ,4050769,40507
,,,,,,Xã Tân Dân           ,4050771,40507
,,,,,,Xã Sơn Hồng,4050901,40509
,,,,,,Xã Sơn Ninh,4050903,40509
,,,,,,Xã Sơn Diệm,4050905,40509
,,,,,,Xã Sơn Lâm,4050907,40509
,,,,,,Xã Sơn Giang,4050909,40509
,,,,,,Xã Sơn Mỹ,4050911,40509
,,,,,,Xã Sơn Châu,4050913,40509
,,,,,,Xã Sơn Bằng,4050915,40509
,,,,,,Xã Sơn Trà,4050917,40509
,,,,,,Xã Sơn Hàm,4050919,40509
,,,,,,Xã Sơn Mai,4050921,40509
,,,,,,Thị trấn Phố Châu,4050923,40509
,,,,,,Thị trấn Tây Sơn,4050925,40509
,,,,,,Xã Sơn Tiến,4050927,40509
,,,,,,Xã Sơn Lễ,4050929,40509
,,,,,,Xã Sơn Thịnh,4050931,40509
,,,,,,Xã Sơn An,4050933,40509
,,,,,,Xã Sơn Lĩnh,4050935,40509
,,,,,,Xã Sơn Hòa,4050937,40509
,,,,,,Xã Sơn Tân,4050939,40509
,,,,,,Xã Sơn Tây,4050941,40509
,,,,,,Xã Sơn Hà,4050943,40509
,,,,,,Xã Sơn Quang,4050945,40509
,,,,,,Xã Sơn Trung,4050947,40509
,,,,,,Xã Sơn Bình ,4050949,40509
,,,,,,Xã Sơn Kim 1,4050951,40509
,,,,,,Xã Sơn Kim 2,4050953,40509
,,,,,,Xã Sơn Long,4050955,40509
,,,,,,Xã Sơn Thủy,4050957,40509
,,,,,,Xã Sơn Phú  ,4050959,40509
,,,,,,Xã Sơn Phúc,4050961,40509
,,,,,,Xã Sơn Trường,4050963,40509
,,,,,,Xã Tân Mỹ Hà,4050965,40509
,,,,,,Xã An Hòa Thịnh,4050967,40509
,,,,,,Xã Kim Hoa ,4050969,40509
,,,,,,Xã Quang Diệm,4050971,40509
,,,,,,Xã Gia Hanh,4051101,40511
,,,,,,Xã Sơn Lộc,4051103,40511
,,,,,,Xã Khánh Lộc,4051105,40511
,,,,,,Xã Kim Lộc,4051111,40511
,,,,,,Xã Song Lộc,4051113,40511
,,,,,,Xã Vĩnh Lộc,4051119,40511
,,,,,,Xã Tiến Lộc,4051121,40511
,,,,,,Xã Trung Lộc,4051123,40511
,,,,,,Xã Xuân Lộc    ,4051125,40511
,,,,,,Xã Thượng Lộc,4051127,40511
,,,,,,Xã Quang Lộc ,4051129,40511
,,,,,,Thị trấn Đồng Lộc ,4051131,40511
,,,,,,Xã Mỹ Lộc  ,4051133,40511
,,,,,,Thị trấn Nghèn,4051137,40511
,,,,,,Xã Thiên Lộc,4051141,40511
,,,,,,Xã Thuần Thiện,4051143,40511
,,,,,,Xã Vượng Lộc,4051147,40511
,,,,,,Xã Thanh Lộc,4051149,40511
,,,,,,Xã Thường Nga,4051151,40511
,,,,,,Xã Trường Lộc,4051153,40511
,,,,,,Xã Tùng Lộc,4051155,40511
,,,,,,Xã Yên Lộc,4051157,40511
,,,,,,Xã Phú Lộc   ,4051159,40511
,,,,,,Xã Kim Song Trường,4051161,40511
,,,,,,Xã Khánh Vĩnh Yên,4051163,40511
,,,,,,Thị trấn Thạch Hà,4051301,40513
,,,,,,Xã Thạch Lạc,4051305,40513
,,,,,,Xã Thạch Xuân,4051307,40513
,,,,,,Xã Thạch Bàn,4051309,40513
,,,,,,Xã Thạch Kênh,4051311,40513
,,,,,,Xã Phù Việt,4051313,40513
,,,,,,Xã Việt Xuyên,4051315,40513
,,,,,,Xã Thạch Ngọc,4051317,40513
,,,,,,Xã Thạch Thắng,4051319,40513
,,,,,,Xã Thạch Hội,4051321,40513
,,,,,,Xã Thạch Hương,4051323,40513
,,,,,,Xã Ngọc Sơn        ,4051325,40513
,,,,,,Xã Thạch Hải,4051329,40513
,,,,,,Xã Thạch Sơn    ,4051335,40513
,,,,,,Xã Thạch Liên,4051337,40513
,,,,,,Xã Thạch Đỉnh,4051339,40513
,,,,,,Xã Thạch Khê,4051343,40513
,,,,,,Xã Thạch Long ,4051345,40513
,,,,,,Xã Thạch Tiến,4051347,40513
,,,,,,Xã Thạch Thanh,4051349,40513
,,,,,,Xã Thạch Trị,4051351,40513
,,,,,,Xã Tượng Sơn ,4051353,40513
,,,,,,Xã Thạch Văn,4051355,40513
,,,,,,Xã Thạch Vĩnh,4051357,40513
,,,,,,Xã Thạch Lưu,4051359,40513
,,,,,,Xã Thạch Đài,4051361,40513
,,,,,,Xã Bắc Sơn,4051363,40513
,,,,,,Xã Thạch Tân,4051365,40513
,,,,,,Xã Thạch Lâm,4051367,40513
,,,,,,Xã Nam Hương,4051369,40513
,,,,,,Xã Thạch Điền,4051371,40513
,,,,,,Xã Tân Lâm Hương,4051373,40513
,,,,,,Xã Việt Tiến   ,4051375,40513
,,,,,,Xã Lưu Vĩnh Sơn,4051377,40513
,,,,,,Xã Nam Điền ,4051379,40513
,,,,,,Xã Đỉnh Bàn ,4051381,40513
,,,,,,Xã Cẩm Thành ,4051501,40515
,,,,,,Xã Cẩm Lộc,4051503,40515
,,,,,,Xã Cẩm Sơn   ,4051505,40515
,,,,,,Xã Cẩm Hưng ,4051507,40515
