gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":10.79451275,""longitude"":106.69603729}",,3.32426E+14,Trường ngoại ngữ Tầm Nhìn Mới Lapis,,"16, Đinh Tiên Hoàng, P. 1, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20161220/13970-e51430ae66d69afbcf202c76c759d8e4.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20161220/13970-e51430ae66d69afbcf202c76c759d8e4.jpg,,(84-8) 35 178 680,info@lapisschool.com,,http://lapisschool.com/,0,[]
"{""latitude"":10.79453564,""longitude"":106.69648743}",,3.11574E+14,Trường mầm non 1,,"26/14, Đinh Tiên Hoàng, P. 1, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20161221/13978-59437e506664287c1782c64493d04700.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20161221/13978-59437e506664287c1782c64493d04700.jpg,,,,,,0,[]
"{""latitude"":10.79508781,""longitude"":106.69906616}",,7.55541E+14,Lớp dạy các bé chuẩn bị vào lớp 1,,"27/105, Điện Biên Phủ, P. 15, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20161219/13968-83dbc1fba4bc525e72504b62b0f51393.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20161219/13968-83dbc1fba4bc525e72504b62b0f51393.jpg,,,,,,0,[]
"{""latitude"":10.79429531,""longitude"":106.70373535}",,8.20484E+14,Mầm non Nemo,,"216, Phan Văn Hân, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20150826/7674-1eeea321fe9541568baf5e68a3b6b710.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20150826/7674-1eeea321fe9541568baf5e68a3b6b710.jpg,,(84-8) 35 081 856,info@nemochildren.com,,http://nemochildren.com/,0,[]
"{""latitude"":10.79417896,""longitude"":106.70417786}",,3.45766E+15,Dạy kèm học sinh,,"147, Phan Văn Hân, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,4,,//poipic2.coccoc.com/80x80/poi/previews/20150304/5424-000ad4de0444b421f0955b93a1f3443a.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20150304/5424-000ad4de0444b421f0955b93a1f3443a.jpg,,,,,,1,[]
"{""latitude"":10.79432011,""longitude"":106.70336151}",,2.46546E+14,Trường mầm non 2-9,,"189-189A, Phan Văn Hân, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20150826/7674-a6a09d3c6e2502f82b7ba537baf738f8.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20150826/7674-a6a09d3c6e2502f82b7ba537baf738f8.jpg,,(84-8) 38 407 759,,,,0,[]
"{""latitude"":10.79525375,""longitude"":106.70585632}",,3.9728E+15,Thầy Mậu - Dạy kèm toán các lớp,,"81/70, Nguyễn Cửu Vân, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20140819/3019-d7e3695235f9e5e78c1b50cd61b4da94.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20140819/3019-d7e3695235f9e5e78c1b50cd61b4da94.jpg,,,,,,0,[]
"{""latitude"":10.79442787,""longitude"":106.70294189}",,2.11581E+15,Lớp nhạc Nắng Hồng 4,,"238, Phan Văn Hân, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20150304/5424-917f305cecc9366fd1ffbbc0fb71f10f.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20150304/5424-917f305cecc9366fd1ffbbc0fb71f10f.jpg,,(84-97) 5 666 282,,,,0,[]
"{""latitude"":10.7943449,""longitude"":106.70341492}",,2.1347E+16,Mầm non Sắc Màu,,"224, Phan Văn Hân, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20160125/9893-970f399719751199c5ebaf4e6e1fbcf9.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20160125/9893-970f399719751199c5ebaf4e6e1fbcf9.jpg,,(84-8) 62 805 739; (84-94) 8 399 901,,,,0,[]
"{""latitude"":10.79424095,""longitude"":106.70871735}",,3.5225E+14,Trường mầm non 17 - Cơ sở 2,,"119, Xô Viết Nghệ Tĩnh, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20150825/7674-073fc85303e099316004e12002ea95dc.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20150825/7674-073fc85303e099316004e12002ea95dc.jpg,,(84-8) 38 996 273,,,,0,[]
"{""latitude"":10.79549122,""longitude"":106.70795441}",,7.63541E+13,Trường mầm non Họa Mi,,"57-59, Nguyễn Cửu Vân, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20130219/pr_1361260711999522191af4beb87e9418d68f3b4dd8819.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20130219/pr_1361260711999522191af4beb87e9418d68f3b4dd8819.jpg,,(84-8) 38 995 520,,,,0,[]
"{""latitude"":10.7951889,""longitude"":106.70966339}",,3.11748E+14,Trung tâm kiểm định & huấn luyện kỹ thuật an toàn lao động Tp. Hồ Chí Minh,,"153A, Xô Viết Nghệ Tĩnh, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20150824/7673-e88656c7be3509c80dc98c7fded3e057.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20150824/7673-e88656c7be3509c80dc98c7fded3e057.jpg,,(84-8) 35 144 476,huanluyen@huanluyenantoan.com,,,0,[]
"{""latitude"":10.79432678,""longitude"":106.70970917}",,4.06512E+14,Trường chuyên biệt khiếm thính Hy Vọng Bình Thạnh - Cơ sở 1,,"25, Nguyễn Văn Lạc, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20140820/3030-3773b473f0b4a200c05fb1fe2479a39d.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20140820/3030-3773b473f0b4a200c05fb1fe2479a39d.jpg,,(84-8) 38 995 822,,,,0,[]
"{""latitude"":10.79434586,""longitude"":106.7096405}",,1.8301E+14,Trường chuyên biệt khiếm thính Hy Vọng Bình Thạnh - Cơ sở 2,,"22, Nguyễn Văn Lạc, Q. Bình Thạnh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20130225/pr_13617635619186e783e00d0bd34fde3a286a2f256af7cc.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20130225/pr_13617635619186e783e00d0bd34fde3a286a2f256af7cc.jpg,,(84-8) 38 402 034,,,,0,[]
"{""latitude"":10.79490757,""longitude"":106.73377991}",,1.08933E+15,Mầm non tư thục ABC,,"12, Đường số 8, Q. 2, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20141126/4482-d2df24b9a8f07a19af986b9b84f57491.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20141126/4482-d2df24b9a8f07a19af986b9b84f57491.jpg,,(84-8) 22 489 889; (84-98) 9 679 377,,,,0,[]
"{""latitude"":11.045774,""longitude"":106.350121}",,3.53175E+16,Trường THCS Lộc Trát,,"Ấp Lộc Trát, Xã Gia Lộc, H. Trảng Bàng, T. Tây Ninh",Giáo dục,5,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,1,[]
"{""latitude"":11.045774,""longitude"":106.350121}",,1.17368E+16,Trường Tiểu học Lộc Trát,,"Ấp Lộc Trát, Xã Gia Lộc, H. Trảng Bàng, T. Tây Ninh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-66) 3 881 400,,,,0,[]
"{""latitude"":10.79682732,""longitude"":106.49932861}",,1.76386E+16,Lớp mầm non Trăng Non,,"Ấp Bình Tiền 2, Tỉnh lộ 10, Xã Đức Hòa Hạ, H. Đức Hòa, T. Long An",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20141226/5086-a9194dbf3ecfd32f55412876f2f1518d.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20141226/5086-a9194dbf3ecfd32f55412876f2f1518d.jpg,,,,,,0,[]
"{""latitude"":11.0469178,""longitude"":106.648054}",,3.38499E+15,Trường tiểu học Định Phước,,"Nguyễn Văn Thành, P. Tân Định, Thị xã Bến Cát, T. Bình Dương",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-650) 3 513 803,,,,0,[]
"{""latitude"":11.046364,""longitude"":106.686546}",,3.439E+13,Trường trung cấp nghề Việt - Hàn Bình Dương,,"Huỳnh Văn Lũy, P. Phú Mỹ, Thành phố Thủ Dầu Một, T. Bình Dương",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":10.79658699,""longitude"":106.55866241}",,1.38019E+15,Mầm non Phúc Nguyên 2,,"1205C, Vĩnh Lộc, Xã Vĩnh Lộc B, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20141226/5082-e48b06a6a24c473bc201204a4189a0a1.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20141226/5082-e48b06a6a24c473bc201204a4189a0a1.jpg,,,,,,0,[]
"{""latitude"":10.79688835,""longitude"":106.56734467}",,4.01738E+14,Trường THCS Vĩnh Lộc B,,"F6/40, Lại Hùng Cường, Xã Vĩnh Lộc B, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20150716/7069-58a521e32d14085505626dcf3445103f.jpg,//poipic.coccoc.com/1000x750/poi/previews/20150716/7069-58a521e32d14085505626dcf3445103f.jpg,,(84-8) 37 653 324,,,,0,[]
"{""latitude"":10.79650974,""longitude"":106.57008362}",,1.46566E+16,Lớp dạy kèm Anh Văn,,"Ấp 6, Lại Hùng Cường, Xã Vĩnh Lộc B, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20150702/7056-c52b2b53b8b421687b37016edf9c70c6.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20150702/7056-c52b2b53b8b421687b37016edf9c70c6.jpg,,,,,,0,[]
"{""latitude"":10.79574013,""longitude"":106.57653046}",,9.08853E+14,Trường mầm non Hoa Thiên Lý,,"C9/13A, Lại Hùng Cường, Xã Vĩnh Lộc B, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20150702/7056-02dc63031877532fbf16c3f5385d108e.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20150702/7056-02dc63031877532fbf16c3f5385d108e.jpg,,(84-8) 37 652 584,,,,0,[]
"{""latitude"":10.79680824,""longitude"":106.57723236}",,3.61161E+15,Anh ngữ Bắc Mỹ Việt,,"C9/3A ấp 3, Võ Văn Vân, Xã Vĩnh Lộc B, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20150702/7056-377da652bfe5620939d5f39b275aec87.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20150702/7056-377da652bfe5620939d5f39b275aec87.jpg,,(84-8) 66 605 835;(84-90) 7 137 405 ,,,,0,[]
"{""latitude"":10.79567719,""longitude"":106.60670471}",,3.18512E+14,Mầm non Mỹ Tiên,,"68, Đường số 12, P. Bình Hưng Hòa, Q. Bình Tân, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20180208/21611-9d24e4ef35de8bb5b75aa5cade18ab94.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20180208/21611-9d24e4ef35de8bb5b75aa5cade18ab94.jpg,,(84-97) 8 861 362,,,,0,[]
"{""latitude"":10.7968111,""longitude"":106.60912323}",,1.48616E+15,Mầm non Sen Non,,"548/83, Đường số 8, P. Bình Hưng Hòa, Q. Bình Tân, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20161130/13711-df32b994c83ea45b082337072f89e26e.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20161130/13711-df32b994c83ea45b082337072f89e26e.jpg,,(84-28) 62 662 500,tuyetlien20301@yahoo.com,,,0,[]
"{""latitude"":10.79690075,""longitude"":106.60784912}",,3.52584E+14,Lớp dạy kèm,,"144/36, Đường số 8, Q. Bình Tân, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20141028/3948-594a3d2fb96a547de2c589b0dc80e95f.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20141028/3948-594a3d2fb96a547de2c589b0dc80e95f.jpg,,,,,,0,[]
"{""latitude"":10.79645443,""longitude"":106.608078}",,3.30651E+16,Trung tâm gia sư,,"114/33/6/4, Đường số 6, P. Bình Hưng Hòa, Q. Bình Tân, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20180208/21611-461d330c6821ed69abb34a4d0363184b.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180208/21611-461d330c6821ed69abb34a4d0363184b.jpg,,,,,,0,[]
"{""latitude"":10.79566288,""longitude"":106.61595917}",,9.81298E+14,Trường mầm non Bông Sen,,"269, Gò Dầu, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20181012/26840-e54255f572c4d3b4c85ddd0324eb701f.jpg,//poipic.coccoc.com/1000x750/poi/previews/20181012/26840-e54255f572c4d3b4c85ddd0324eb701f.jpg,,,,,,0,[]
"{""latitude"":10.79671288,""longitude"":106.62078094}",,2.14924E+16,GEM HELLO,,"97/25, Tân Quý, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20180221/21626-bb00f847958c363489423d9f7f7e8435.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180221/21626-bb00f847958c363489423d9f7f7e8435.jpg,,(84-93) 3 313 690; (84-94) 7 944 145,,http://facebook.com/Gemhello1890,,0,[]
"{""latitude"":10.7958889,""longitude"":106.61975098}",,3.47858E+16,Anh ngữ Cali,,"54C, Tân Quý, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20181011/26840-8a8659d538c7aef84faaedc6b565bdc9.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20181011/26840-8a8659d538c7aef84faaedc6b565bdc9.jpg,,(84-92) 3 690 345,kieukieu102@gmail.com,http://facebook.com/Anhngucali.edu.vn,,0,[]
"{""latitude"":10.79585648,""longitude"":106.61943054}",,3.45641E+16,Trung tâm dạy thêm Song Long,,"214, Gò Dầu, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20181011/26840-1acac6f488f39aff18cfa0552f989961.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20181011/26840-1acac6f488f39aff18cfa0552f989961.jpg,,,,,,0,[]
"{""latitude"":10.79696274,""longitude"":106.62315369}",,3.28079E+16,Lớp dạy đàn guitar Thầy Long,,"100, Lê Đình Thám, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20161228/14110-01f89555e9758c755a2652660f80dceb.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20161228/14110-01f89555e9758c755a2652660f80dceb.jpg,,(84-93) 2 395 323,,,,0,[]
"{""latitude"":10.79625034,""longitude"":106.62802124}",,2.20121E+16,Lớp dạy thêm,,"30/14, Gò Dầu, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20161226/14053-ca94d557c2ed38738cad6fe9b5b75bc0.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20161226/14053-ca94d557c2ed38738cad6fe9b5b75bc0.jpg,,,,,,0,[]
"{""latitude"":10.79588032,""longitude"":106.62672424}",,1.49352E+15,Trung tâm tiếng anh trẻ em,,"56, Gò Dầu, P. Tân Quý, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20181012/26839-f8142f54eb5bb959ca6dcf23fbf9439f.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20181012/26839-f8142f54eb5bb959ca6dcf23fbf9439f.jpg,,,,,,0,[]
"{""latitude"":10.79643059,""longitude"":106.63233948}",,3.5829E+16,Trung tâm âm nhạc BQMusic,,"64, Nguyễn Thế Truyện, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20181015/26834-a889028c6a0f6ab8a73a969918301b47.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181015/26834-a889028c6a0f6ab8a73a969918301b47.jpg,,,,,,0,[]
"{""latitude"":10.79703999,""longitude"":106.63262939}",,2.32033E+15,Trường mầm non Misa,,"103/2, Nguyễn Thế Truyện, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20181011/26833-fa91e061cd9ff575cf5d9016fe397e38.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181011/26833-fa91e061cd9ff575cf5d9016fe397e38.jpg,,,,,,0,[]
"{""latitude"":10.79578876,""longitude"":106.63414764}",,2.20695E+15,Dịch vụ dậy kèm Ánh Dương 5,,"1/2, Trần Tấn, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20181015/26834-ac36094ebb09d46b36fd44c098633713.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181015/26834-ac36094ebb09d46b36fd44c098633713.jpg,,,,,,0,[]
"{""latitude"":10.79667282,""longitude"":106.63460541}",,2.26897E+14,Trung tâm gia sư Thiên Trí,,"55, Trần Tấn, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20181011/26833-e30739516249856efa0c9afcf164fe57.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181011/26833-e30739516249856efa0c9afcf164fe57.jpg,,(84-90) 9 993 241,,,,0,[]
"{""latitude"":10.79621792,""longitude"":106.63275909}",,2.29874E+16,Trung tâm Trí Việt,,"Diệp Minh Châu, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20181015/26834-7c5d64648c52611033656594443179c5.jpg,//poipic.coccoc.com/1000x750/poi/previews/20181015/26834-7c5d64648c52611033656594443179c5.jpg,,,,,,0,[]
"{""latitude"":10.79709816,""longitude"":106.63362885}",,1.80414E+16,Trung tâm Trí Việt,,"121A, Nguyễn Thế Truyện, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20181011/26833-9497cbb0cbac50ccf8b2766f535ca5d3.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20181011/26833-9497cbb0cbac50ccf8b2766f535ca5d3.jpg,,,,,,0,[]
"{""latitude"":10.79651642,""longitude"":106.63935089}",,2.246E+15,Mầm non Tân Sơn Nhì,,"80/12, Ba Vân, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20180409/22905-e1041089b8ccf74984d73f0384430646.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180409/22905-e1041089b8ccf74984d73f0384430646.jpg,,(84-93) 3 025 599,mamnontansonnhi@gmail.com,,,0,[]
"{""latitude"":10.79572582,""longitude"":106.63642883}",,8.51377E+14,Lớp dạy thêm,,"42/3, Trần Hưng Đạo, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20181011/26835-0a85db5f37cca1659bf61f2c73aa83ac.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181011/26835-0a85db5f37cca1659bf61f2c73aa83ac.jpg,,,,,,0,[]
"{""latitude"":10.79596901,""longitude"":106.64317322}",,3.66302E+15,Global art,,"81, Nguyễn Hồng Đào, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20180410/22911-6a5d7886401f737fb01b5b4295e80111.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180410/22911-6a5d7886401f737fb01b5b4295e80111.jpg,,(84-123)  9 998 881,nguyenhongdao@globalartvn.com,http://facebook.com/GAC.Nguyenhongdao,http://globalartvn.com/,0,[]
"{""latitude"":10.79659843,""longitude"":106.64097595}",,3.9402E+16,Trường âm nhạc Thùy Dương,,"70A, Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180410/22907-70c55879dc119d0b4a37d4c206e9cb71.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20180410/22907-70c55879dc119d0b4a37d4c206e9cb71.jpg,,(84-90) 8 810 579; (84-28) 66 797 485,,http://facebook.com/lopnhacthuyduong.vn,,0,[]
"{""latitude"":10.79679298,""longitude"":106.64008331}",,3.04909E+15,Genkids Education,,"62/1/67, Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20180409/22907-8612ae323c26f9eb43a1097f8ede101f.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180409/22907-8612ae323c26f9eb43a1097f8ede101f.jpg,,(84-91) 9 602 603,,http://facebook.com/Genkids-Education-189716341755779,,0,[]
"{""latitude"":10.79656124,""longitude"":106.64096069}",,2.22402E+15,Trường ngoại ngữ Việt - Hàn Kanata,,"72, Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20180410/22907-16a4564ac45038c48c6269aa336d7748.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20180410/22907-16a4564ac45038c48c6269aa336d7748.jpg,,(84-28) 39 491 403,,,http://kanata.com.vn/,0,[]
"{""latitude"":10.79596901,""longitude"":106.64317322}",,2.39601E+15,Trung tâm luyện thi đại học,,"81, Nguyễn Hồng Đào, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20180410/22911-6a5d7886401f737fb01b5b4295e80111.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180410/22911-6a5d7886401f737fb01b5b4295e80111.jpg,,,,,,0,[]
"{""latitude"":10.79682159,""longitude"":106.6403656}",,1.50073E+16,Cơ sở bồi dưỡng văn hóa Lạc Hồng,,"62/1/2H, Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180409/22907-618592d3c96dc809db3de9285881d870.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20180409/22907-618592d3c96dc809db3de9285881d870.jpg,,(84-90) 8 908 814; (84-90) 2 429 399,,,,0,[]
"{""latitude"":10.79621124,""longitude"":106.64726257}",,2.47879E+14,Trường THCS Trường Chinh,,"162T, Trường Chinh, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,5,,//poipic3.coccoc.com/80x80/poi/previews/20180619/24401-4fd597468cab8f6906e187fbf4db8caa.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20180619/24401-4fd597468cab8f6906e187fbf4db8caa.jpg,,(84-28) 39 485 006; (84-28) 22 407 101; (84-28) 22 461 950,,,,1,[]
"{""latitude"":10.79643726,""longitude"":106.64617157}",,1.9848E+15,Trường mầm non Ánh Sáng,,"Trường Chinh, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20140929/3468-0667d0263db228bdc0106b3244745ce5.jpg,//poipic.coccoc.com/1000x750/poi/previews/20140929/3468-0667d0263db228bdc0106b3244745ce5.jpg,,,,,,0,[]
"{""latitude"":10.79602242,""longitude"":106.6469574}",,2.28427E+15,Trường tiểu học Cách mạng tháng tám,,"193B, Trường Chinh, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20140513/1283-e7195c5951113ca7223cd544e7c6436b.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20140513/1283-e7195c5951113ca7223cd544e7c6436b.jpg,,,,,,0,[]
"{""latitude"":10.79644108,""longitude"":106.64855957}",,2.8767E+16,"Lớp luyện thi kiến trúc, mỹ thuật Kỷ Hà",,"53A, Thép Mới, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180607/24175-c2525ba99722c367f142fdb2cbea36f2.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180607/24175-c2525ba99722c367f142fdb2cbea36f2.jpg,,(84-90) 8 090 209; (84-123) 2 412 812,,,http://kyha.vn/,0,[]
"{""latitude"":10.79598331,""longitude"":106.64996338}",,5.34041E+15,"Kiến trúc, mỹ thuật Kiến Mỹ",,"260/5A, Nguyễn Thái Bình, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20180606/24173-ba1699b9eb3eafd42dbd730ff176b010.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20180606/24173-ba1699b9eb3eafd42dbd730ff176b010.jpg,,,,,http://ltkientrucmtcn.com/,0,[]
"{""latitude"":10.79626179,""longitude"":106.65072632}",,3.16216E+14,Lớp nhạc Khánh Vân,,"248/3A1, Nguyễn Thái Bình, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20180606/24173-d170080838e6bf8c56b0629c210e0cd3.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20180606/24173-d170080838e6bf8c56b0629c210e0cd3.jpg,,(84-93) 3 441 246,,,,0,[]
"{""latitude"":10.79662132,""longitude"":106.64833069}",,2.10999E+14,Mầm non Hoa Phượng Đỏ,,"39, Thép Mới, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20180607/24175-7ea08c593129216bb5085186c80e4052.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20180607/24175-7ea08c593129216bb5085186c80e4052.jpg,,(84-8) 38 110 325,,,,0,[]
